t,mode,link_ok,erpm_left,erpm_right,motor_current,gyro_z,compass_heading,est_x,est_y,est_heading,gt_x,gt_y,gt_heading
4.34,RECORDING,1,1733.05,1742.46,15.056,0.00423,0.07911,8.7078,0.4569,0.06396,8.5487,0.0,0.0
4.36,RECORDING,1,1740.94,1739.47,14.723,-0.00863,0.05347,8.7479,0.4595,0.06359,8.5883,0.0,0.0
4.38,RECORDING,1,1738.05,1741.98,14.062,-0.00458,0.05619,8.7879,0.462,0.06336,8.6278,0.0,0.0
4.4,RECORDING,1,1733.59,1732.8,14.901,-0.00226,0.06746,8.8277,0.4645,0.06339,8.6674,0.0,0.0
4.42,RECORDING,1,1744.89,1740.97,14.202,-0.00212,0.07211,8.8678,0.4671,0.06352,8.7059,0.0,0.0
4.44,RECORDING,1,1742.72,1738.73,14.757,0.00498,0.07673,8.9078,0.4696,0.06386,8.7456,0.0,0.0
4.46,RECORDING,1,1735.43,1737.94,14.78,-0.01031,0.06526,8.9477,0.4722,0.06369,8.7847,0.0,0.0
4.48,RECORDING,1,1737.2,1733.95,13.815,0.01187,0.1022,8.9876,0.4748,0.06468,8.8241,0.0,0.0
4.5,RECORDING,1,1738.75,1737.54,13.069,0.02328,0.06035,9.0276,0.4774,0.06505,8.8635,0.0,0.0
4.52,RECORDING,1,1736.1,1731.76,13.966,-0.00696,0.06427,9.0675,0.48,0.06489,8.9028,0.0,0.0
4.54,RECORDING,1,1738.1,1736.36,14.168,-0.00452,0.09235,9.1074,0.4826,0.06534,8.9419,0.0,0.0
4.56,RECORDING,1,1733.62,1728.96,13.887,-0.00364,0.0423,9.1472,0.4852,0.06481,8.9812,0.0,0.0
4.58,RECORDING,1,1734.82,1737.4,13.291,0.00262,0.08834,9.1871,0.4878,0.06534,9.0207,0.0,0.0
4.6,RECORDING,1,1738.97,1735.63,14.077,0.0028,0.06239,9.227,0.4904,0.06534,9.0594,0.0,0.0
4.62,RECORDING,1,1739.17,1735.87,12.557,0.00378,0.03872,9.267,0.493,0.06486,9.0987,0.0,0.0
4.64,RECORDING,1,1738.84,1733.79,14.089,0.02577,0.04246,9.3069,0.4956,0.06493,9.1377,0.0,0.0
4.66,RECORDING,1,1731.74,1730.59,12.563,-0.01478,0.06382,9.3467,0.4981,0.06462,9.1777,0.0,0.0
4.68,RECORDING,1,1733.68,1728.76,13.11,0.01017,0.04349,9.3865,0.5007,0.06439,9.2168,0.0,0.0
4.7,RECORDING,1,1734.77,1737.56,14.814,0.02341,0.08731,9.4264,0.5033,0.06528,9.256,0.0,0.0
4.72,RECORDING,1,1736.81,1736.97,15.081,0.01829,0.06166,9.4664,0.5059,0.06558,9.2956,0.0,0.0
4.74,RECORDING,1,1738.07,1737.38,14.031,-0.001,0.03661,9.5063,0.5085,0.06499,9.3349,0.0,0.0
4.76,RECORDING,1,1734.1,1730.06,14.734,0.00937,0.04218,9.5461,0.5111,0.06474,9.3738,0.0,0.0
4.78,RECORDING,1,1741.82,1739.8,12.855,0.02241,0.07405,9.5861,0.5137,0.06537,9.4137,0.0,0.0
4.8,RECORDING,1,1744.49,1731.31,14.318,0.00823,0.06847,9.6261,0.5164,0.06559,9.4528,0.0,0.0
4.82,RECORDING,1,1736.92,1740.45,13.103,-0.00842,0.03108,9.6661,0.519,0.06473,9.4916,0.0,0.0
4.84,RECORDING,1,1734.01,1733.81,14.22,0.00666,0.06462,9.7059,0.5216,0.06486,9.5312,0.0,0.0
4.86,RECORDING,1,1733.53,1734.47,14.571,0.01164,0.06759,9.7458,0.5242,0.06514,9.5706,0.0,0.0
4.88,RECORDING,1,1734.95,1742.45,13.644,0.01049,0.08447,9.7858,0.5268,0.06573,9.6099,0.0,0.0
4.9,RECORDING,1,1735.17,1739.54,13.331,0.01413,0.06398,9.8257,0.5294,0.06597,9.6494,0.0,0.0
4.92,RECORDING,1,1729.89,1738.91,13.465,0.01682,0.04701,9.8656,0.5321,0.06592,9.6882,0.0,0.0
4.94,RECORDING,1,1735.58,1737.37,13.801,0.0066,0.05104,9.9055,0.5347,0.06576,9.7279,0.0,0.0
4.96,RECORDING,1,1738.92,1736.26,14.127,-0.02353,0.0868,9.9454,0.5373,0.06571,9.7667,0.0,0.0
4.98,RECORDING,1,1736.36,1729.11,14.057,0.00867,0.08467,9.9853,0.54,0.06625,9.8063,0.0,0.0
5.0,RECORDING,1,1731.9,1742.42,13.904,0.02795,0.05964,10.0252,0.5426,0.06666,9.8452,0.0,0.0
5.02,RECORDING,1,1738.95,1734.77,13.33,0.01497,0.07811,10.0651,0.5453,0.06719,9.8847,0.0,0.0
5.04,RECORDING,1,1742.39,1739.66,13.656,-0.01262,0.04844,10.1051,0.548,0.06657,9.9242,0.0,0.0
5.06,RECORDING,1,1733.54,1732.97,14.349,0.00728,0.05918,10.145,0.5506,0.06657,9.964,0.0,0.0
5.08,RECORDING,1,1736.93,1735.65,14.128,0.01152,0.08276,10.1849,0.5533,0.06711,10.0026,0.0,0.0
5.1,RECORDING,1,1733.49,1730.21,14.856,0.00515,0.08897,10.2247,0.556,0.06762,10.0413,0.0,0.0
5.12,RECORDING,1,1729.66,1734.92,14.016,-0.01041,0.05276,10.2645,0.5587,0.06713,10.0803,0.0,0.0
5.14,RECORDING,1,1739.13,1740.55,14.956,-0.00464,0.03928,10.3045,0.5614,0.06651,10.1197,0.0,0.0
5.16,RECORDING,1,1738.32,1740.0,14.116,-0.00901,0.07916,10.3445,0.564,0.06658,10.1591,0.0,0.0
5.18,RECORDING,1,1739.41,1738.45,13.708,0.00704,0.0775,10.3845,0.5667,0.06694,10.1991,0.0,0.0
5.2,RECORDING,1,1734.0,1728.86,14.197,0.00881,0.06416,10.4243,0.5694,0.06706,10.2374,0.0,0.0
5.22,RECORDING,1,1739.79,1733.89,13.951,0.00095,0.07421,10.4642,0.5721,0.06721,10.277,0.0,0.0
5.24,RECORDING,1,1742.62,1735.23,15.233,0.01929,0.08436,10.5042,0.5748,0.06791,10.3162,0.0,0.0
5.26,RECORDING,1,1738.58,1743.32,13.892,0.00288,0.04126,10.5442,0.5775,0.06745,10.3558,0.0,0.0
5.28,RECORDING,1,1738.13,1741.62,14.319,0.00823,0.06042,10.5842,0.5802,0.06747,10.3947,0.0,0.0
5.3,RECORDING,1,1736.91,1730.54,14.629,-0.0001,0.04374,10.624,0.5829,0.06702,10.4344,0.0,0.0
5.32,RECORDING,1,1733.23,1732.94,14.513,0.01458,0.03815,10.6639,0.5855,0.06675,10.473,0.0,0.0
5.34,RECORDING,1,1739.94,1739.79,13.652,-0.01087,0.04653,10.7039,0.5882,0.06614,10.5119,0.0,0.0
5.36,RECORDING,1,1733.7,1737.61,13.785,-0.01628,0.06671,10.7438,0.5908,0.06583,10.551,0.0,0.0
5.38,RECORDING,1,1730.1,1739.86,13.276,-0.00293,0.04266,10.7837,0.5934,0.06531,10.59,0.0,0.0
5.4,RECORDING,1,1734.07,1741.43,14.511,0.01002,0.07169,10.8236,0.596,0.06563,10.6303,0.0,0.0
5.42,RECORDING,1,1730.04,1734.15,13.669,-0.00577,0.07169,10.8634,0.5987,0.06564,10.6695,0.0,0.0
5.44,RECORDING,1,1733.27,1733.4,13.373,-0.01658,0.07209,10.9033,0.6013,0.06544,10.7082,0.0,0.0
5.46,RECORDING,1,1741.56,1736.93,13.414,-0.02305,0.06382,10.9433,0.6039,0.06495,10.7477,0.0,0.0
5.48,RECORDING,1,1741.1,1737.42,14.556,0.01878,0.08804,10.9832,0.6065,0.06576,10.7867,0.0,0.0
5.5,RECORDING,1,1734.47,1740.45,14.465,-0.01137,0.05699,11.0232,0.6091,0.06537,10.8262,0.0,0.0
5.52,RECORDING,1,1730.54,1735.8,14.347,-0.00668,0.02345,11.063,0.6117,0.06444,10.8658,0.0,0.0
5.54,RECORDING,1,1741.43,1737.74,14.883,-0.00924,0.08818,11.103,0.6143,0.0647,10.9056,0.0,0.0
5.56,RECORDING,1,1744.53,1744.26,13.874,0.00669,0.05935,11.1431,0.6169,0.06473,10.9447,0.0,0.0
5.58,RECORDING,1,1740.23,1740.39,14.052,-0.00959,0.07806,11.1831,0.6195,0.0648,10.9838,0.0,0.0
5.6,RECORDING,1,1734.36,1738.75,14.158,0.02024,0.08646,11.2231,0.6221,0.06562,11.0228,0.0,0.0
5.62,RECORDING,1,1734.43,1737.63,15.058,-0.00137,0.07643,11.263,0.6247,0.06579,11.0616,0.0,0.0
5.64,RECORDING,1,1741.0,1741.26,14.311,-0.0092,0.03918,11.303,0.6273,0.0651,11.1003,0.0,0.0
5.66,RECORDING,1,1737.23,1737.79,15.529,-0.00461,0.09264,11.3429,0.63,0.06551,11.1392,0.0,0.0
5.68,RECORDING,1,1739.32,1729.55,13.509,0.00566,0.05092,11.3828,0.6326,0.06533,11.1782,0.0,0.0
5.7,RECORDING,1,1735.62,1738.12,13.514,0.00866,0.04809,11.4227,0.6352,0.06516,11.2173,0.0,0.0
5.72,RECORDING,1,1734.06,1738.38,13.656,0.00687,0.09344,11.4626,0.6378,0.06585,11.2566,0.0,0.0
5.74,RECORDING,1,1736.34,1735.65,14.441,0.00034,0.08664,11.5026,0.6404,0.06626,11.2956,0.0,0.0
5.76,RECORDING,1,1731.1,1738.71,13.693,-0.00399,0.09701,11.5424,0.6431,0.06679,11.3345,0.0,0.0
5.78,RECORDING,1,1732.84,1743.26,14.395,0.01853,0.04524,11.5824,0.6458,0.06674,11.3735,0.0,0.0
5.8,RECORDING,1,1741.03,1742.06,13.93,0.00271,0.11181,11.6224,0.6485,0.06767,11.4128,0.0,0.0
5.82,RECORDING,1,1736.95,1734.55,13.622,0.00846,0.06791,11.6623,0.6512,0.06784,11.4517,0.0,0.0
5.84,RECORDING,1,1736.95,1743.12,13.803,0.00873,0.0913,11.7023,0.654,0.06847,11.4911,0.0,0.0
5.86,RECORDING,1,1732.22,1740.39,15.099,-0.00955,0.046,11.7422,0.6567,0.06787,11.5289,0.0,0.0
5.88,RECORDING,1,1732.08,1728.85,14.272,-0.01456,0.0742,11.782,0.6594,0.0677,11.5677,0.0,0.0
5.9,RECORDING,1,1742.05,1729.78,13.81,-0.01518,0.07773,11.8219,0.6621,0.0676,11.6068,0.0,0.0
5.92,RECORDING,1,1733.29,1735.17,14.033,0.00945,0.05621,11.8618,0.6648,0.06757,11.6463,0.0,0.0
5.94,RECORDING,1,1736.3,1734.05,14.069,-0.00773,0.06458,11.9016,0.6675,0.06736,11.6851,0.0,0.0
5.96,RECORDING,1,1728.51,1734.27,15.149,0.0048,0.04297,11.9414,0.6701,0.067,11.7251,0.0,0.0
5.98,RECORDING,1,1737.26,1732.35,13.009,-0.00336,0.07328,11.9813,0.6728,0.06706,11.7644,0.0,0.0
6.0,RECORDING,1,1737.77,1735.85,13.444,-0.00679,0.08749,12.0212,0.6755,0.06733,11.8044,0.0,0.0
6.02,RECORDING,1,1737.21,1732.43,12.733,-0.0097,0.1068,12.0611,0.6782,0.06795,11.8437,0.0,0.0
6.04,RECORDING,1,1731.64,1735.93,14.126,0.00242,0.058,12.101,0.6809,0.0678,11.8824,0.0,0.0
6.06,RECORDING,1,1730.74,1732.03,15.013,-0.00356,0.08447,12.1408,0.6836,0.06805,11.9217,0.0,0.0
6.08,RECORDING,1,1729.46,1735.14,14.157,0.01437,0.04125,12.1806,0.6863,0.06781,11.9607,0.0,0.0
6.1,RECORDING,1,1738.62,1737.78,13.557,0.00877,0.04305,12.2205,0.689,0.06749,12.0,0.0,0.0
6.12,RECORDING,1,1733.05,1736.16,12.372,0.0029,0.03567,12.2604,0.6917,0.06689,12.039,0.0,0.0
6.14,RECORDING,1,1730.38,1734.54,14.458,-4e-05,0.09038,12.3002,0.6944,0.06734,12.0787,0.0,0.0
6.16,RECORDING,1,1731.6,1730.99,14.931,0.00799,0.08609,12.34,0.6971,0.06785,12.1183,0.0,0.0
6.18,RECORDING,1,1732.93,1739.45,14.156,0.01049,0.06421,12.3799,0.6998,0.06798,12.1578,0.0,0.0
6.2,RECORDING,1,1741.06,1733.64,13.422,-0.01078,0.08361,12.4199,0.7025,0.06808,12.1973,0.0,0.0
6.22,RECORDING,1,1733.28,1732.06,13.436,-0.00045,0.03504,12.4597,0.7052,0.06741,12.2368,0.0,0.0
6.24,RECORDING,1,1735.07,1733.73,13.669,-0.00559,0.06225,12.4996,0.7079,0.0672,12.2757,0.0,0.0
6.26,RECORDING,1,1734.39,1736.7,14.15,0.0074,0.01989,12.5395,0.7106,0.06643,12.3151,0.0,0.0
6.28,RECORDING,1,1734.09,1733.05,14.465,-0.01178,0.0508,12.5793,0.7132,0.0659,12.3543,0.0,0.0
6.3,RECORDING,1,1735.06,1734.89,14.595,-0.00043,0.08497,12.6192,0.7158,0.06625,12.3932,0.0,0.0
6.32,RECORDING,1,1730.37,1728.99,14.732,0.00836,0.07605,12.659,0.7185,0.0666,12.432,0.0,0.0
6.34,RECORDING,1,1736.73,1738.17,13.27,0.01349,0.04907,12.6989,0.7211,0.06652,12.4717,0.0,0.0
6.36,RECORDING,1,1740.18,1736.59,12.816,-0.00887,0.08022,12.7389,0.7238,0.06662,12.5111,0.0,0.0
6.38,RECORDING,1,1735.69,1734.65,14.146,-0.00025,0.05276,12.7787,0.7265,0.06635,12.5512,0.0,0.0
6.4,RECORDING,1,1736.65,1736.81,14.91,0.00446,0.10469,12.8187,0.7291,0.06716,12.5902,0.0,0.0
6.42,RECORDING,1,1743.45,1743.1,14.637,0.00531,0.06861,12.8587,0.7318,0.06729,12.6292,0.0,0.0
6.44,RECORDING,1,1735.67,1733.31,13.96,-0.00241,0.09562,12.8986,0.7346,0.0678,12.6683,0.0,0.0
6.46,RECORDING,1,1738.37,1734.45,12.851,0.00347,0.0495,12.9385,0.7373,0.06749,12.7077,0.0,0.0
6.48,RECORDING,1,1731.89,1731.69,12.65,0.00969,0.05561,12.9783,0.7399,0.06744,12.7476,0.0,0.0
6.5,RECORDING,1,1746.56,1736.11,13.911,0.01844,0.06528,13.0183,0.7427,0.06776,12.7864,0.0,0.0
6.52,RECORDING,1,1736.91,1734.75,13.637,0.01899,0.08138,13.0582,0.7454,0.0684,12.8259,0.0,0.0
6.54,RECORDING,1,1743.1,1734.84,14.018,-0.00481,0.08242,13.0982,0.7481,0.06858,12.8653,0.0,0.0
6.56,RECORDING,1,1730.66,1738.49,14.658,0.01811,0.04716,13.1381,0.7509,0.06853,12.9042,0.0,0.0
6.58,RECORDING,1,1740.59,1733.38,13.546,-0.00923,0.08407,13.178,0.7536,0.06865,12.9438,0.0,0.0
6.6,RECORDING,1,1742.83,1733.86,13.544,0.00061,0.1111,13.218,0.7564,0.06951,12.9829,0.0,0.0
6.62,RECORDING,1,1740.25,1734.07,12.923,-0.00273,0.0819,13.2579,0.7592,0.06971,13.0215,0.0,0.0
6.64,RECORDING,1,1743.71,1735.17,13.585,-0.0011,0.02342,13.2979,0.7619,0.06877,13.0607,0.0,0.0
6.66,RECORDING,1,1739.87,1731.89,14.638,-0.01308,0.04047,13.3378,0.7647,0.06797,13.1003,0.0,0.0
6.68,RECORDING,1,1737.39,1733.18,14.469,0.00408,0.04161,13.3776,0.7674,0.06755,13.1394,0.0,0.0
6.7,RECORDING,1,1738.72,1739.6,12.852,0.02226,0.06778,13.4176,0.7701,0.06799,13.1788,0.0,0.0
6.72,RECORDING,1,1739.28,1728.8,13.568,0.00051,0.0826,13.4575,0.7728,0.06829,13.218,0.0,0.0
6.74,RECORDING,1,1730.4,1732.7,12.782,0.00159,0.06444,13.4973,0.7755,0.06824,13.257,0.0,0.0
6.76,RECORDING,1,1729.49,1733.87,14.306,0.01985,0.07766,13.5371,0.7783,0.06881,13.2963,0.0,0.0
6.78,RECORDING,1,1735.02,1731.52,13.438,-0.00264,0.06341,13.5769,0.781,0.06865,13.3356,0.0,0.0
6.8,RECORDING,1,1736.04,1742.9,14.172,-0.00672,0.09466,13.6169,0.7838,0.06902,13.3749,0.0,0.0
6.82,RECORDING,1,1740.03,1736.64,13.567,-0.01471,0.04061,13.6568,0.7865,0.06817,13.4133,0.0,0.0
6.84,RECORDING,1,1739.88,1733.02,13.208,0.00596,0.06431,13.6968,0.7892,0.06821,13.4522,0.0,0.0
6.86,RECORDING,1,1738.66,1738.86,14.845,-0.00439,0.08638,13.7367,0.792,0.06847,13.4909,0.0,0.0
6.88,RECORDING,1,1732.29,1739.01,14.107,0.00643,0.08284,13.7766,0.7947,0.06887,13.53,0.0,0.0
6.9,RECORDING,1,1736.17,1740.68,14.525,0.00535,0.05403,13.8166,0.7975,0.06869,13.5699,0.0,0.0
6.92,RECORDING,1,1733.22,1734.13,13.879,0.00375,0.12207,13.8564,0.8003,0.06981,13.609,0.0,0.0
6.94,RECORDING,1,1738.79,1739.31,13.484,-0.0031,0.05429,13.8964,0.803,0.06944,13.648,0.0,0.0
6.96,RECORDING,1,1737.0,1732.09,14.967,-0.00163,0.08892,13.9362,0.8058,0.06978,13.6869,0.0,0.0
6.98,RECORDING,1,1726.89,1736.21,14.167,0.00591,0.07578,13.976,0.8086,0.07001,13.7258,0.0,0.0
7.0,RECORDING,1,1737.36,1736.89,12.864,-0.00313,0.01104,14.016,0.8114,0.06875,13.7649,0.0,0.0
7.02,RECORDING,1,1738.75,1737.47,13.883,-0.00421,0.05084,14.0559,0.8141,0.06832,13.8039,0.0,0.0
7.04,RECORDING,1,1743.62,1743.16,13.965,0.01688,0.03108,14.096,0.8168,0.06792,13.8436,0.0,0.0
7.06,RECORDING,1,1728.5,1734.3,13.475,-0.00159,0.0644,14.1358,0.8195,0.06782,13.8822,0.0,0.0
7.08,RECORDING,1,1748.34,1733.59,14.03,0.00676,0.06245,14.1758,0.8222,0.06785,13.9205,0.0,0.0
7.1,RECORDING,1,1739.96,1743.34,13.254,0.00562,0.05434,14.2158,0.825,0.06769,13.9589,0.0,0.0
7.12,RECORDING,1,1737.66,1730.11,12.945,-0.01917,0.06876,14.2557,0.8276,0.06733,13.9973,0.0,0.0
7.14,RECORDING,1,1737.0,1736.53,12.58,0.00026,0.04151,14.2956,0.8303,0.06681,14.0363,0.0,0.0
7.16,RECORDING,1,1730.58,1732.57,14.419,0.00944,0.06443,14.3354,0.833,0.06695,14.0755,0.0,0.0
7.18,RECORDING,1,1738.29,1733.82,14.043,0.0044,0.07428,14.3753,0.8357,0.06717,14.1152,0.0,0.0
7.2,RECORDING,1,1735.96,1735.66,13.919,-0.00245,0.10731,14.4152,0.8384,0.06791,14.1534,0.0,0.0
7.22,RECORDING,1,1738.29,1737.95,15.375,0.01803,0.03806,14.4552,0.8411,0.06771,14.1928,0.0,0.0
7.24,RECORDING,1,1739.02,1739.59,15.131,0.01716,0.0835,14.4951,0.8438,0.06835,14.2317,0.0,0.0
7.26,RECORDING,1,1731.53,1732.75,14.161,0.00905,0.0433,14.535,0.8465,0.06804,14.271,0.0,0.0
7.28,RECORDING,1,1734.7,1734.63,14.036,0.00736,0.05743,14.5748,0.8493,0.06798,14.3099,0.0,0.0
7.3,RECORDING,1,1731.29,1741.21,14.958,0.00294,0.0878,14.6147,0.852,0.06841,14.3492,0.0,0.0
7.32,RECORDING,1,1738.01,1738.87,14.289,-0.00363,0.07578,14.6547,0.8547,0.06848,14.3882,0.0,0.0
7.34,RECORDING,1,1740.28,1732.65,15.18,0.0249,0.10477,14.6946,0.8575,0.06964,14.4279,0.0,0.0
7.36,RECORDING,1,1744.19,1739.21,13.797,-0.002,0.04583,14.7346,0.8603,0.06913,14.4668,0.0,0.0
7.38,RECORDING,1,1736.7,1736.1,14.402,-0.0162,0.11105,14.7745,0.8631,0.06962,14.5053,0.0,0.0
7.4,RECORDING,1,1745.34,1736.13,14.406,0.00876,0.07029,14.8145,0.8659,0.06981,14.5446,0.0,0.0
7.42,RECORDING,1,1735.4,1735.74,13.505,0.00578,0.06029,14.8544,0.8686,0.06973,14.5827,0.0,0.0
7.44,RECORDING,1,1737.52,1732.82,14.024,0.00448,0.07519,14.8943,0.8714,0.06992,14.6216,0.0,0.0
7.46,RECORDING,1,1731.98,1737.91,14.59,0.00997,0.05828,14.9342,0.8742,0.0699,14.6608,0.0,0.0
7.48,RECORDING,1,1734.27,1735.29,14.438,0.01953,0.06181,14.9741,0.877,0.07013,14.6996,0.0,0.0
7.5,RECORDING,1,1733.66,1737.74,14.123,-0.00508,0.0488,15.0139,0.8798,0.06961,14.7381,0.0,0.0
7.52,RECORDING,1,1735.83,1738.92,13.284,-0.00618,0.06976,15.0539,0.8826,0.06949,14.7775,0.0,0.0
7.54,RECORDING,1,1731.34,1736.67,14.211,0.00289,0.04359,15.0937,0.8853,0.06905,14.8168,0.0,0.0
7.56,RECORDING,1,1736.0,1734.91,14.202,-0.00439,0.08574,15.1336,0.8881,0.06929,14.8552,0.0,0.0
7.58,RECORDING,1,1729.53,1735.53,14.005,0.01362,0.05085,15.1734,0.8909,0.06919,14.8942,0.0,0.0
7.6,RECORDING,1,1738.42,1733.97,14.443,0.02137,0.05697,15.2133,0.8936,0.06938,14.9333,0.0,0.0
7.62,RECORDING,1,1738.01,1732.53,14.584,0.01611,0.06633,15.2532,0.8964,0.06964,14.9726,0.0,0.0
7.64,RECORDING,1,1731.7,1737.85,14.689,0.0149,0.08237,15.2931,0.8992,0.07017,15.0112,0.0,0.0
7.66,RECORDING,1,1728.91,1733.52,14.853,-0.00826,0.08947,15.3329,0.902,0.07037,15.0506,0.0,0.0
7.68,RECORDING,1,1743.77,1739.28,14.672,0.00067,0.04152,15.3729,0.9048,0.06984,15.0903,0.0,0.0
7.7,RECORDING,1,1735.82,1735.44,13.971,0.01097,0.05998,15.4128,0.9076,0.06986,15.1296,0.0,0.0
7.72,RECORDING,1,1737.0,1737.93,13.997,0.02243,0.07183,15.4527,0.9104,0.07034,15.1692,0.0,0.0
7.74,RECORDING,1,1736.57,1735.41,13.625,0.01744,0.06431,15.4926,0.9133,0.07056,15.2082,0.0,0.0
7.76,RECORDING,1,1731.92,1733.99,13.918,-0.00045,0.08432,15.5324,0.9161,0.07082,15.2476,0.0,0.0
7.78,RECORDING,1,1731.59,1738.2,14.086,-0.00778,0.06434,15.5723,0.9189,0.07054,15.2871,0.0,0.0
7.8,RECORDING,1,1735.86,1738.24,13.73,0.00703,0.02848,15.6122,0.9217,0.06985,15.3268,0.0,0.0
7.82,RECORDING,1,1731.9,1739.38,14.625,0.00387,0.05383,15.6521,0.9245,0.06962,15.3657,0.0,0.0
7.84,RECORDING,1,1740.57,1727.87,13.52,0.01072,0.07389,15.692,0.9273,0.06992,15.4051,0.0,0.0
7.86,RECORDING,1,1732.11,1728.69,14.871,0.00553,0.049,15.7317,0.93,0.06963,15.4439,0.0,0.0
7.88,RECORDING,1,1736.45,1739.84,12.445,0.0151,0.0708,15.7717,0.9328,0.06995,15.4837,0.0,0.0
7.9,RECORDING,1,1727.91,1739.32,12.932,0.01539,0.06616,15.8115,0.9356,0.07018,15.5228,0.0,0.0
7.92,RECORDING,1,1745.25,1733.79,14.003,0.01447,0.05021,15.8515,0.9384,0.07007,15.5616,0.0,0.0
7.94,RECORDING,1,1733.42,1734.75,13.956,-0.00682,0.07249,15.8914,0.9412,0.06999,15.601,0.0,0.0
7.96,RECORDING,1,1738.41,1736.52,15.02,0.00072,0.09372,15.9313,0.9441,0.07044,15.6405,0.0,0.0
7.98,RECORDING,1,1734.05,1739.26,12.839,0.00598,0.05427,15.9712,0.9469,0.07023,15.6801,0.0,0.0
8.0,RECORDING,1,1734.26,1733.79,13.792,-0.0032,0.0182,16.011,0.9496,0.06915,15.719,0.0,0.0
8.02,RECORDING,1,1733.85,1734.04,13.685,-0.00658,0.05887,16.0509,0.9524,0.06881,15.7583,0.0,0.0
8.04,RECORDING,1,1739.37,1735.24,13.704,0.01757,0.08121,16.0908,0.9551,0.0694,15.7973,0.0,0.0
8.06,RECORDING,1,1739.92,1740.86,13.804,0.00271,0.08438,16.1308,0.9579,0.06975,15.8373,0.0,0.0
8.08,RECORDING,1,1734.02,1735.76,14.227,0.00773,0.05849,16.1707,0.9607,0.06968,15.8773,0.0,0.0
8.1,RECORDING,1,1740.17,1735.52,14.435,0.01471,0.07814,16.2106,0.9635,0.07014,15.9165,0.0,0.0
8.12,RECORDING,1,1739.17,1731.6,13.213,-0.00219,0.06896,16.2505,0.9663,0.07007,15.9558,0.0,0.0
8.14,RECORDING,1,1742.24,1731.35,14.184,-0.00454,0.04918,16.2904,0.9691,0.06958,15.9949,0.0,0.0
8.16,RECORDING,1,1735.13,1739.0,14.128,0.0158,0.04386,16.3304,0.9719,0.06939,16.0345,0.0,0.0
8.18,RECORDING,1,1739.79,1739.96,14.042,0.00877,0.05192,16.3703,0.9747,0.06922,16.0741,0.0,0.0
8.2,RECORDING,1,1731.88,1734.61,13.614,0.0329,0.05156,16.4102,0.9774,0.06951,16.1136,0.0,0.0
8.22,RECORDING,1,1742.84,1737.04,14.187,0.01143,0.04826,16.4502,0.9802,0.06933,16.1529,0.0,0.0
8.24,RECORDING,1,1739.9,1737.74,13.091,0.01001,0.06996,16.4901,0.983,0.06954,16.1923,0.0,0.0
8.26,RECORDING,1,1738.05,1742.58,13.751,0.00912,0.07685,16.5301,0.9858,0.06986,16.2315,0.0,0.0
8.28,RECORDING,1,1732.63,1741.03,13.13,-0.009,0.06953,16.57,0.9886,0.06968,16.2707,0.0,0.0
8.3,RECORDING,1,1731.88,1735.77,13.013,0.00469,0.03589,16.6099,0.9913,0.06908,16.3099,0.0,0.0
8.32,RECORDING,1,1737.6,1730.11,14.269,0.00134,0.06549,16.6497,0.9941,0.06904,16.3496,0.0,0.0
8.34,RECORDING,1,1735.97,1736.76,13.207,-0.02165,0.06011,16.6897,0.9968,0.06844,16.3887,0.0,0.0
8.36,RECORDING,1,1732.49,1734.42,14.256,-0.01585,0.04889,16.7295,0.9995,0.06775,16.4274,0.0,0.0
8.38,RECORDING,1,1733.8,1732.01,14.196,0.0026,0.04747,16.7693,1.0022,0.06741,16.4666,0.0,0.0
8.4,RECORDING,1,1732.3,1739.47,13.604,0.00985,0.07021,16.8092,1.0049,0.06766,16.5049,0.0,0.0
8.42,RECORDING,1,1728.66,1731.9,14.002,0.00742,0.0786,16.849,1.0076,0.06801,16.5445,0.0,0.0
8.44,RECORDING,1,1739.45,1740.37,13.776,0.0019,0.0775,16.889,1.0104,0.06824,16.5838,0.0,0.0
8.46,RECORDING,1,1734.53,1740.46,13.046,0.01054,0.05524,16.9289,1.0131,0.06818,16.6232,0.0,0.0
8.48,RECORDING,1,1728.37,1740.15,14.187,0.00421,0.04231,16.9688,1.0158,0.06776,16.6624,0.0,0.0
8.5,RECORDING,1,1734.37,1742.28,13.504,-0.03072,0.04363,17.0088,1.0185,0.06668,16.7012,0.0,0.0
8.52,RECORDING,1,1731.44,1735.71,13.764,-0.00512,0.0451,17.0486,1.0211,0.06616,16.7414,0.0,0.0
8.54,RECORDING,1,1740.43,1730.47,15.174,-0.00144,0.04643,17.0885,1.0237,0.06576,16.7807,0.0,0.0
8.56,RECORDING,1,1739.38,1738.49,13.374,0.01149,0.02339,17.1285,1.0263,0.06514,16.8197,0.0,0.0
8.58,RECORDING,1,1732.54,1740.74,13.847,-0.00902,0.07259,17.1684,1.0289,0.06511,16.8588,0.0,0.0
8.6,RECORDING,1,1739.9,1736.15,12.916,0.00054,0.06648,17.2084,1.0316,0.06515,16.898,0.0,0.0
8.62,RECORDING,1,1739.31,1743.65,13.848,-0.00082,0.06155,17.2484,1.0342,0.06506,16.9378,0.0,0.0
8.64,RECORDING,1,1741.06,1732.47,14.783,-0.02349,0.08248,17.2883,1.0368,0.06493,16.9773,0.0,0.0
8.66,RECORDING,1,1733.53,1738.07,14.413,-0.00783,0.06313,17.3282,1.0393,0.06474,17.0165,0.0,0.0
